platform,date,spend,impressions,clicks,conversions,revenue,reach,video_views,CTR,conversion_rate,CPA,ROAS,profit,profit_margin
Google Display,2023-02-07,1621.01,340546,2441,8,234.17,152483,71415,0.0071679009590481,0.0032773453502662,202.62625,0.1444593185729884,-1386.84,-5.9223640944612885
Google Display,2023-02-08,1395.6799999999998,357370,2732,16,325.66,162811,14370,0.0076447379466659,0.0058565153733528,87.22999999999999,0.2333342886621575,-1070.0199999999998,-3.2856967389301714
Google Display,2023-02-09,1777.77,484469,2043,1,0.0,223840,0,0.0042169880838608,0.0004894762604013,1777.77,0.0,-1777.77,
Google Display,2023-02-10,2324.92,567112,3180,2,0.0,286960,66335,0.0056073579821975,0.00062893081761,1162.46,0.0,-2324.92,
Google Display,2023-02-11,337.25,86416,425,1,0.0,58045,12830,0.004918070727643,0.0023529411764705,337.25,0.0,-337.25,
Google Display,2023-02-12,1951.14,473838,2365,1,0.0,224343,79535,0.0049911573153693,0.0004228329809725,1951.14,0.0,-1951.14,
Google Display,2023-02-14,129.19,37656,179,0,0.0,19672,4081,0.0047535585298491,0.0,,0.0,-129.19,
Google Display,2023-02-15,896.94,151956,1237,10,499.41,61329,19310,0.0081405143594198,0.0080840743734842,89.694,0.5567930965281958,-397.5300000000001,-0.7959992791493965
Google Display,2023-02-16,655.91,96192,828,10,223.97,40630,8177,0.0086077844311377,0.0120772946859903,65.591,0.3414645301946913,-431.94,-1.9285618609635216
Google Display,2023-02-17,1579.19,367696,2480,14,849.6899999999999,169920,2866,0.0067447021452504,0.0056451612903225,112.79928571428572,0.5380543189863157,-729.5000000000001,-0.8585484117737059
Google Display,2023-02-18,1462.0,416340,1719,1,0.0,225392,73504,0.0041288370082144,0.0005817335660267,1462.0,0.0,-1462.0,
Google Display,2023-02-19,1527.39,445423,2142,0,0.0,272506,15794,0.0048089119780523,0.0,,0.0,-1527.39,
Google Display,2023-02-20,108.48,30157,257,3,200.91000000000005,10812,0,0.0085220678449447,0.0116731517509727,36.16,1.852046460176992,92.43000000000002,0.4600567418246977
Google Display,2023-02-21,2296.04,593598,3230,7,614.3,309808,88638,0.0054413929966071,0.0021671826625387,328.0057142857143,0.2675476037002839,-1681.74,-2.7376526127299368
Google Display,2023-02-22,225.04,39556,296,0,0.0,25437,0,0.0074830619880675,0.0,,0.0,-225.04,
Google Display,2023-02-23,157.25,21679,170,1,86.23,8699,0,0.0078416901148576,0.0058823529411764,157.25,0.548362480127186,-71.02,-0.8236112721790559
Google Display,2023-02-24,807.5899999999999,216213,1422,5,54.68,91941,0,0.0065768478306114,0.0035161744022503,161.51799999999997,0.0677076239180772,-752.91,-13.76938551572787
Google Display,2023-02-25,183.28,65484,359,1,10.56,28851,0,0.0054822552073789,0.0027855153203342,183.28,0.0576167612396333,-172.72,-16.356060606060606
Google Display,2023-02-26,1005.06,239247,1731,3,120.15,96204,48074,0.0072352004413848,0.0017331022530329,335.02,0.119545101784968,-884.91,-7.365043695380773
Google Display,2023-02-27,754.35,100087,587,3,106.78,55970,0,0.0058648975391409,0.0051107325383304,251.45,0.1415523298203751,-647.57,-6.064525191983518
Google Display,2023-02-28,1987.73,404454,2023,12,481.35,204791,7395,0.0050018049024116,0.0059317844784972,165.64416666666668,0.2421606556222424,-1506.38,-3.1294899761088604
Google Display,2023-03-01,1126.02,337844,2311,7,243.89,165988,32580,0.0068404352304613,0.0030289917784508,160.86,0.216594731887533,-882.13,-3.616917462790602
Google Display,2023-03-02,714.5600000000001,115199,524,0,0.0,60297,0,0.0045486505959253,0.0,,0.0,-714.5600000000001,
Google Display,2023-03-03,789.6899999999999,117801,550,2,57.52,60474,11287,0.0046688907564451,0.0036363636363636,394.845,0.0728387088604389,-732.17,-12.72896383866481
Google Display,2023-03-04,313.38,54288,333,0,0.0,25092,0,0.0061339522546419,0.0,,0.0,-313.38,
Google Display,2023-03-05,474.24,96419,528,8,256.78,40489,0,0.0054760991090967,0.0151515151515151,59.28,0.5414558029689608,-217.46000000000004,-0.8468728094088327
Google Display,2023-03-06,977.83,221826,1760,9,598.7800000000001,100292,9831,0.0079341465833581,0.0051136363636363,108.64777777777778,0.6123559309900495,-379.04999999999984,-0.6330371755903668
Google Display,2023-03-07,758.82,144842,1262,1,0.0,98460,4766,0.0087129423785918,0.0007923930269413,758.82,0.0,-758.82,
Google Display,2023-03-08,1534.08,192333,1197,0,0.0,112959,0,0.0062235809767434,0.0,,0.0,-1534.08,
Google Display,2023-03-09,162.87,46273,322,1,37.89,25369,0,0.0069587016186545,0.0031055900621118,162.87,0.2326395284582796,-124.98,-3.298495645288994
Google Display,2023-03-10,779.53,208168,1501,24,636.97,118472,0,0.0072105222704738,0.0159893404397068,32.48041666666666,0.8171205726527524,-142.55999999999997,-0.2238095985682213
Google Display,2023-03-11,1828.38,308917,2058,3,0.0,143298,0,0.0066619836396184,0.0014577259475218,609.46,0.0,-1828.38,
Google Display,2023-03-12,1421.04,343687,1922,7,236.4,188913,0,0.0055922976429134,0.0036420395421436,203.00571428571428,0.1663570342847492,-1184.64,-5.0111675126903545
Google Display,2023-03-13,2181.4,343804,2185,5,316.31,130160,59294,0.0063553652662563,0.0022883295194508,436.28,0.1450032089483817,-1865.09,-5.896399102146629
Google Display,2023-03-14,1228.98,263825,2221,28,759.27,106967,0,0.008418459205913,0.0126069338135974,43.89214285714286,0.6178050090318801,-469.71,-0.6186336876210045
Google Display,2023-03-15,157.88,27529,203,2,76.17,12067,0,0.0073740419194304,0.0098522167487684,78.94,0.4824550291360527,-81.71,-1.0727320467375605
Google Display,2023-03-16,1502.96,356465,2520,11,447.1,197328,24304,0.0070694177548987,0.0043650793650793,136.6327272727273,0.2974796401767179,-1055.86,-2.361574591813912
Google Display,2023-03-17,1268.28,151967,807,6,318.42,82591,0,0.0053103634341666,0.0074349442379182,211.38,0.2510644337212603,-949.86,-2.9830412662521195
Google Display,2023-03-18,1583.82,218532,1247,10,499.35,103172,11660,0.0057062581223802,0.008019246190858,158.382,0.315282039625715,-1084.4699999999998,-2.171763292279964
Google Display,2023-03-19,515.03,127569,680,4,78.48,53479,18070,0.0053304486199625,0.0058823529411764,128.7575,0.1523794730404054,-436.55,-5.562563710499489
Google Display,2023-03-20,2145.92,475947,2960,15,301.23,258231,37639,0.0062191798666658,0.0050675675675675,143.06133333333335,0.1403733596779003,-1844.69,-6.123858845400524
Google Display,2023-03-21,1590.86,283652,2196,17,884.1600000000001,140880,13449,0.0077418808963095,0.0077413479052823,93.58,0.5557748639100865,-706.6999999999998,-0.7992897213174084
Google Display,2023-03-22,985.44,168730,932,1,0.0,100234,9196,0.0055236176139394,0.0010729613733905,985.44,0.0,-985.44,
Google Display,2023-03-23,23.7,3651,24,0,0.0,1946,0,0.0065735414954806,0.0,,0.0,-23.7,
Google Display,2023-03-24,90.87,16915,167,0,0.0,7647,0,0.0098728938811705,0.0,,0.0,-90.87,
Google Display,2023-03-25,891.5500000000001,219939,2146,4,0.0,152717,0,0.009757250874106,0.0018639328984156,222.8875,0.0,-891.5500000000001,
Google Display,2023-03-26,230.84,70020,455,3,32.07,44801,0,0.0064981433876035,0.0065934065934065,76.94666666666667,0.138927395598683,-198.77,-6.198004365450577
Google Display,2023-03-27,773.38,141051,749,5,484.45,56370,7811,0.0053101360500811,0.0066755674232309,154.676,0.6264061651452068,-288.93,-0.5964082980699763
Google Display,2023-03-28,1782.77,381748,2855,2,0.0,207332,19409,0.0074787556188899,0.0007005253940455,891.385,0.0,-1782.77,
Google Display,2023-03-29,1004.26,193700,1110,1,94.03,103675,10855,0.0057305110996386,0.0009009009009009,1004.26,0.0936311313803198,-910.23,-9.68020844411358
Google Display,2023-03-30,473.14,76806,478,0,0.0,48759,0,0.0062234721245736,0.0,,0.0,-473.14,
Google Display,2023-03-31,165.04,41749,311,1,0.0,21818,0,0.0074492802222807,0.0032154340836012,165.04,0.0,-165.04,
Google Display,2023-04-01,538.16,147849,704,5,303.13,97016,0,0.0047616148908683,0.0071022727272727,107.632,0.5632711461275457,-235.03,-0.7753439118530003
Google Display,2023-04-02,1121.33,151404,1057,7,369.49,54112,0,0.0069813214974505,0.0066225165562913,160.19,0.3295104920050298,-751.8399999999999,-2.034804730845219
Google Display,2023-04-03,70.53,17299,106,0,0.0,8419,0,0.0061275218220706,0.0,,0.0,-70.53,
Google Display,2023-04-06,1247.28,218867,1182,7,125.99,99714,1144,0.0054005400540054,0.0059221658206429,178.18285714285713,0.1010118016804566,-1121.29,-8.89983332010477
Google Display,2023-04-07,170.49,20229,132,0,0.0,10239,0,0.0065252854812398,0.0,,0.0,-170.49,
Google Display,2023-04-08,2010.52,397807,2376,12,1441.98,184626,28973,0.0059727455776293,0.005050505050505,167.54333333333332,0.7172174362851402,-568.54,-0.3942773131388785
Google Display,2023-04-09,28.98,6479,31,0,0.0,2688,0,0.0047846889952153,0.0,,0.0,-28.98,
Google Display,2023-04-10,901.91,174854,756,3,109.88,89994,5861,0.0043236071236574,0.0039682539682539,300.6366666666667,0.1218303378385869,-792.0300000000001,-7.208136148525665
Google Display,2023-04-11,1058.73,253898,1471,1,0.0,108524,0,0.0057936651726283,0.000679809653297,1058.73,0.0,-1058.73,
Google Display,2023-04-12,1140.39,209848,1282,1,0.0,96844,1396,0.0061091837901719,0.000780031201248,1140.39,0.0,-1140.39,
Google Display,2023-04-13,1332.93,317441,2204,4,164.51,148435,7686,0.006943022482918,0.0018148820326678,333.2325,0.1234198344999362,-1168.42,-7.102425384475109
Google Display,2023-04-14,1486.46,408077,3838,36,1796.69,198719,58671,0.0094050877652991,0.0093798853569567,41.29055555555556,1.2087039005422278,310.23,0.1726675163773383
Google Display,2023-04-15,1156.38,157246,886,1,0.0,66124,30008,0.0056344835480711,0.0011286681715575,1156.38,0.0,-1156.38,
Google Display,2023-04-16,813.74,181864,972,6,240.37,73696,28340,0.0053446531474068,0.0061728395061728,135.6233333333333,0.2953891906505763,-573.37,-2.3853642301451927
Google Display,2023-04-17,1610.5800000000002,238665,1171,0,0.0,118135,20709,0.0049064588439863,0.0,,0.0,-1610.5800000000002,
Google Display,2023-04-18,1701.29,305048,2481,24,1005.35,135712,0,0.0081331462589494,0.0096735187424425,70.88708333333334,0.5909339383644177,-695.9399999999999,-0.6922365345402098
Google Display,2023-04-19,945.15,353481,2360,7,0.0,242943,956,0.0066764550287002,0.0029661016949152,135.02142857142857,0.0,-945.15,
Google Display,2023-04-20,475.8,99314,838,13,129.34,57899,0,0.0084378838834404,0.0155131264916467,36.6,0.2718369062631358,-346.46000000000004,-2.678676356888821
Google Display,2023-04-21,621.9200000000001,158384,823,6,514.2,77793,11840,0.0051962319426204,0.0072904009720534,103.65333333333336,0.8267944430151788,-107.72000000000004,-0.2094904706339946
Google Display,2023-04-22,587.7,102799,474,0,0.0,61385,0,0.0046109397951341,0.0,,0.0,-587.7,
Google Display,2023-04-23,1642.56,299197,1859,2,0.0,149806,23124,0.0062132975932245,0.0010758472296933,821.28,0.0,-1642.56,
Google Display,2023-04-24,2077.87,473716,4022,29,1560.1,209688,0,0.0084903190941407,0.0072103431128791,71.65068965517241,0.7508169423496176,-517.77,-0.3318825716300237
Google Display,2023-04-25,1232.15,411093,2949,30,2390.37,176357,0,0.0071735592676109,0.0101729399796541,41.07166666666667,1.9399991884105017,1158.2199999999998,0.4845358668323313
Google Display,2023-04-26,390.69,72078,542,0,0.0,39281,5188,0.0075196315103082,0.0,,0.0,-390.69,
Google Display,2023-04-27,115.91,15252,106,0,0.0,6863,0,0.0069499082087595,0.0,,0.0,-115.91,
Google Display,2023-04-28,724.3100000000001,110464,1195,9,684.68,68036,0,0.0108180040556199,0.007531380753138,80.47888888888889,0.9452858582651074,-39.63000000000011,-0.0578810539230006
Google Display,2023-04-30,885.47,301922,1375,8,196.26,158160,37925,0.0045541563715131,0.0058181818181818,110.68375,0.2216450020892859,-689.21,-3.5117191480688885
Google Display,2023-05-01,2375.37,540952,4184,33,2077.1,250747,6013,0.0077345124890933,0.007887189292543,71.9809090909091,0.8744321937213992,-298.27,-0.1435992489528669
Google Display,2023-05-02,1045.9,191288,925,1,0.0,110349,941,0.0048356405001881,0.001081081081081,1045.9,0.0,-1045.9,
Google Display,2023-05-03,2667.62,792832,5071,38,1137.27,447928,101043,0.0063960586858249,0.0074935910076907,70.20052631578947,0.4263238392274762,-1530.35,-1.3456347217459357
Google Display,2023-05-04,192.93,26487,112,0,0.0,13684,5831,0.0042284894476535,0.0,,0.0,-192.93,
Google Display,2023-05-05,929.67,256138,1368,2,0.0,147924,0,0.0053408709367606,0.0014619883040935,464.835,0.0,-929.67,
Google Display,2023-05-06,528.72,128034,600,6,301.0,62179,6840,0.0046862552134589,0.01,88.12,0.5692994401573611,-227.72000000000003,-0.756544850498339
Google Display,2023-05-07,360.65,78003,400,0,0.0,48964,14046,0.0051280078971321,0.0,,0.0,-360.65,
Google Display,2023-05-08,550.39,108001,928,11,617.8499999999999,53409,0,0.0085925130322867,0.011853448275862,50.03545454545454,1.1225676338596269,67.45999999999992,0.1091850772841303
Google Display,2023-05-09,474.38,120619,907,10,130.33,59834,1504,0.0075195450136379,0.0110253583241455,47.438,0.2747375521733631,-344.04999999999995,-2.6398373359932474
Google Display,2023-05-10,487.62,103477,602,2,193.63,57972,0,0.0058177179469833,0.0033222591362126,243.81,0.3970919978671916,-293.99,-1.518308113412178
Google Display,2023-05-11,205.33,39892,305,0,0.0,23623,6241,0.0076456432367391,0.0,,0.0,-205.33,
Google Display,2023-05-12,1370.35,475843,3096,12,689.31,257883,0,0.0065063476819034,0.003875968992248,114.19583333333334,0.5030174772868244,-681.0400000000002,-0.9880024952488724
Google Display,2023-05-13,1478.01,437980,2387,1,0.0,292062,9471,0.0054500205488835,0.0004189359028068,1478.01,0.0,-1478.01,
Google Display,2023-05-14,1548.27,452065,2726,2,0.0,204125,23895,0.0060301062900246,0.0007336757153338,774.135,0.0,-1548.27,
Google Display,2023-05-15,324.71,75291,737,1,0.0,40337,627,0.0097886865628029,0.0013568521031207,324.71,0.0,-324.71,
Google Display,2023-05-16,3339.98,655895,4152,32,313.53000000000003,403294,0,0.0063302815237194,0.0077071290944123,104.374375,0.093871819591734,-3026.45,-9.652824291136412
Google Display,2023-05-17,199.04,33253,239,2,57.120000000000005,15887,0,0.0071873214446816,0.00836820083682,99.52,0.2869774919614148,-141.92000000000002,-2.484593837535014
Google Display,2023-05-18,1219.89,331925,1907,3,0.0,144483,0,0.0057452737817278,0.0015731515469323,406.63000000000005,0.0,-1219.89,
Google Display,2023-05-19,1022.73,244296,2078,14,807.99,138832,0,0.0085060745980286,0.0067372473532242,73.05214285714285,0.7900325599131736,-214.74,-0.2657706159729699
Google Display,2023-05-20,1330.25,251368,1248,1,0.0,111897,2514,0.0049648324369052,0.000801282051282,1330.25,0.0,-1330.25,
Google Display,2023-05-21,1295.24,207160,1009,0,0.0,134469,13539,0.0048706313960223,0.0,,0.0,-1295.24,
Google Display,2023-05-22,1701.57,305274,1829,2,0.0,158561,10455,0.005991338928307,0.0010934937124111,850.785,0.0,-1701.57,
Google Display,2023-05-23,569.03,121311,827,11,185.43,57479,4862,0.0068171888781726,0.0133010882708585,51.73,0.3258703407553204,-383.6,-2.0687051717629297
Google Display,2023-05-24,277.34,40673,190,1,44.04,18557,2925,0.0046714036338603,0.0052631578947368,277.34,0.1587942597533713,-233.3,-5.297456857402361
Google Display,2023-05-26,1854.11,324610,1920,5,213.6,156734,0,0.0059147900557592,0.0026041666666666,370.822,0.1152035208267039,-1640.5100000000002,-7.680290262172286
Google Display,2023-05-28,1441.39,277287,2026,15,327.26,140455,0,0.0073065091403491,0.0074037512339585,96.09266666666667,0.2270447276587183,-1114.13,-3.4044185051640903
Google Display,2023-05-29,1748.87,409751,1263,0,0.0,212300,86153,0.0030823597745948,0.0,,0.0,-1748.87,
Google Display,2023-05-30,601.21,114514,915,1,0.0,61143,20856,0.0079902893969296,0.0010928961748633,601.21,0.0,-601.21,
Google Display,2023-05-31,988.54,139597,620,3,229.33,63629,15510,0.0044413561896029,0.0048387096774193,329.5133333333334,0.2319885892326056,-759.21,-3.310556839488946
Google Display,2023-06-02,38.66,5602,42,0,0.0,3382,0,0.0074973223848625,0.0,,0.0,-38.66,
Google Display,2023-06-03,2047.59,418205,2752,4,28.15,193415,7619,0.0065805047763656,0.001453488372093,511.8975,0.01374786944652,-2019.44,-71.73854351687389
Google Display,2023-06-04,2039.44,692206,2834,1,0.0,289466,0,0.0040941569417196,0.0003528581510232,2039.44,0.0,-2039.44,
Google Display,2023-06-05,890.32,128302,551,0,0.0,55092,0,0.0042945550342161,0.0,,0.0,-890.32,
Google Display,2023-06-06,961.88,306138,1520,2,25.67,140029,48826,0.004965081107213,0.0013157894736842,480.94,0.0266873206637002,-936.21,-36.47097779509154
Google Display,2023-06-07,1693.9,386435,2484,15,900.11,173889,0,0.0064279891831744,0.0060386473429951,112.92666666666666,0.5313831985359231,-793.7899999999998,-0.8818811034206928
Google Display,2023-06-08,1095.47,243007,834,0,0.0,124856,50553,0.0034319999012374,0.0,,0.0,-1095.47,
Google Display,2023-06-09,1364.12,417999,1777,1,0.0,174781,94086,0.0042512063425989,0.0005627462014631,1364.12,0.0,-1364.12,
Google Display,2023-06-10,571.24,154257,466,0,0.0,75461,6196,0.003020932599493,0.0,,0.0,-571.24,
Google Display,2023-06-11,89.59,17533,90,1,22.63,7868,1483,0.0051331774368334,0.0111111111111111,89.59,0.2525951557093425,-66.96000000000001,-2.9589041095890414
Google Display,2023-06-12,72.44,21619,100,0,0.0,12140,0,0.0046255608492529,0.0,,0.0,-72.44,
Google Display,2023-06-13,249.05,54626,325,4,156.52,26051,4612,0.0059495478343645,0.0123076923076923,62.2625,0.6284681790805059,-92.53,-0.5911704574495272
Google Display,2023-06-14,552.29,88538,593,4,80.46,40054,18942,0.0066976891278321,0.0067453625632377,138.0725,0.145684332506473,-471.83,-5.864156102411136
Google Display,2023-06-15,540.19,103831,647,3,234.09,56655,19242,0.0062312796756267,0.0046367851622874,180.06333333333336,0.433347525870527,-306.1,-1.3076167286086549
Google Display,2023-06-16,1468.3000000000002,568382,3497,3,0.0,221043,1603,0.0061525523327621,0.0008578781812982,489.4333333333334,0.0,-1468.3000000000002,
Google Display,2023-06-17,1586.38,330954,1405,1,0.0,159571,15750,0.0042453029726185,0.0007117437722419,1586.38,0.0,-1586.38,
Google Display,2023-06-18,1206.62,258919,2258,2,0.0,142112,0,0.0087208740957596,0.0008857395925597,603.31,0.0,-1206.62,
Google Display,2023-06-19,118.91,22586,208,1,93.28,9599,3118,0.0092092446648366,0.0048076923076923,118.91,0.784458834412581,-25.629999999999995,-0.2747641509433962
Google Display,2023-06-21,78.1,20028,130,0,0.0,10809,4331,0.0064909127221889,0.0,,0.0,-78.1,
Google Display,2023-06-22,222.93,75413,475,0,0.0,38157,17180,0.006298648774084,0.0,,0.0,-222.93,
Google Display,2023-06-23,422.97,110205,464,0,0.0,44160,16147,0.004210335284243,0.0,,0.0,-422.97,
Google Display,2023-06-24,722.18,138563,788,4,94.93,62141,13701,0.0056869438450379,0.0050761421319796,180.545,0.1314492231853554,-627.25,-6.607500263351943
Google Display,2023-06-25,4074.44,899922,4137,10,211.92,470903,9946,0.0045970650789735,0.0024172105390379,407.444,0.0520120556444566,-3862.52,-18.22631181577954
Google Display,2023-06-26,22.94,9146,30,0,0.0,4446,0,0.003280122457905,0.0,,0.0,-22.94,
Google Display,2023-06-27,796.4,138590,719,5,448.17,67194,0,0.0051879644996031,0.0069541029207232,159.28,0.5627448518332496,-348.23,-0.7770042617756654
Google Display,2023-06-28,549.77,72207,504,5,175.09,33383,2800,0.0069799326935061,0.0099206349206349,109.954,0.3184786365207269,-374.68,-2.139928037009537
Google Display,2023-06-29,3882.63,1345234,10388,45,1363.97,730984,192900,0.0077220766052597,0.0043319214478244,86.28066666666668,0.3513005359769022,-2518.66,-1.846565540297807
Google Display,2023-06-30,227.37,42421,243,0,0.0,20454,0,0.0057282949482567,0.0,,0.0,-227.37,
Google Display,2023-07-01,346.69,118162,601,2,60.24,77309,2550,0.0050862375382948,0.0033277870216306,173.345,0.1737575355504918,-286.45,-4.755146082337317
Google Display,2023-07-02,149.2,35168,197,1,85.39,11589,0,0.0056016833484986,0.0050761421319796,149.2,0.572319034852547,-63.80999999999999,-0.7472771987352147
Google Display,2023-07-03,382.69,85948,575,0,0.0,43510,12724,0.0066900916833434,0.0,,0.0,-382.69,
Google Display,2023-07-04,795.95,181738,902,1,120.85,101837,4557,0.0049631887662459,0.0011086474501108,795.95,0.1518311451724354,-675.1,-5.58626396359123
Google Display,2023-07-05,1561.7,402827,2916,34,1365.94,201508,0,0.0072388395018208,0.0116598079561042,45.93235294117648,0.8746494205032977,-195.76,-0.143315226144633
Google Display,2023-07-06,1083.66,272997,1255,1,0.0,177210,2403,0.004597120114873,0.0007968127490039,1083.66,0.0,-1083.66,
Google Display,2023-07-08,1857.44,515033,3060,8,204.77,281488,93941,0.0059413668638708,0.0026143790849673,232.18,0.1102431303299164,-1652.6699999999998,-8.070859989256238
Google Display,2023-07-09,996.9,264191,1937,1,0.0,130570,2105,0.0073318167537879,0.0005162622612287,996.9,0.0,-996.9,
Google Display,2023-07-10,444.91,112862,433,1,21.95,71356,13530,0.0038365437436869,0.0023094688221709,444.91,0.0493358207277876,-422.96,-19.26924829157176
Google Display,2023-07-11,940.17,202252,1435,1,0.0,105437,13486,0.0070951090718509,0.0006968641114982,940.17,0.0,-940.17,
Google Display,2023-07-12,1000.96,172041,1103,4,230.54,107998,0,0.0064112624316296,0.0036264732547597,250.24,0.2303188938618925,-770.4200000000001,-3.3418061941528587
Google Display,2023-07-13,911.03,256946,2261,15,1595.9699999999998,119129,0,0.0087995142948323,0.0066342326404245,60.73533333333333,1.7518303458722544,684.9399999999998,0.4291684680789738
Google Display,2023-07-14,1504.6,411657,2159,1,0.0,165820,0,0.0052446575668578,0.000463177396943,1504.6,0.0,-1504.6,
Google Display,2023-07-16,1599.16,403501,2544,9,285.67,163518,23172,0.0063048170884334,0.0035377358490566,177.68444444444444,0.1786375347057205,-1313.4899999999998,-4.597927678790211
Google Display,2023-07-17,1749.7099999999998,447799,2492,1,0.0,218174,3409,0.0055649967954372,0.0004012841091492,1749.7099999999998,0.0,-1749.7099999999998,
Google Display,2023-07-18,182.37,20625,116,0,0.0,15939,0,0.0056242424242424,0.0,,0.0,-182.37,
Google Display,2023-07-20,1482.11,263331,1885,24,377.33,141726,16414,0.0071582912759986,0.0127320954907161,61.75458333333333,0.2545897403026766,-1104.78,-2.927888055548194
